File,Package,Type,Name,Parameters,ReturnType,Annotations,JavaDoc
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\TimetableSlotRepository.java,com.rvce.scas.repository,Method,countDistinctRooms,,long,Query,"Counts distinct rooms for analytics (T-105).
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\TimetableSlotRepository.java,com.rvce.scas.repository,Method,countByDayOfWeek,int dayOfWeek,long,Query,"Counts slots for a specific day of week (T-105).
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\TimetableSlotRepository.java,com.rvce.scas.repository,Method,countSlotsInTimeRange,"LocalTime startTime, LocalTime endTime",long,Query,"Counts slots within a time range (T-105 analytics).
Used for morning/afternoon/evening utilization metrics.
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\UserRepository.java,com.rvce.scas.repository,Interface,UserRepository,,,,"Spring Data JPA repository for User entity persistence and querying.

<p><strong>Purpose:</strong> Provides database access for User entities.
Extends JpaRepository for standard CRUD operations plus custom queries.</p>

<p><strong>Key Responsibilities:</strong></p>
<ul>
  <li>Load users by UUID (primary key)</li>
  <li>Find users by email (case-insensitive for login)</li>
  <li>Save and update user records</li>
  <li>Delete users (soft deletes via active flag recommended)</li>
</ul>

<p><strong>Usage Examples:</strong></p>
<pre>
  // Find by primary key
  Optional&lt;User&gt; user = userRepository.findById(userId);

  // Find by email (case-insensitive)
  Optional&lt;User&gt; user = userRepository.findByEmailIgnoreCase(""student@example.com"");

  // Eager loading of roles happens via OneToMany(fetch=EAGER) in User entity
  User user = userRepository.findByEmailIgnoreCase(email).orElseThrow();
  Set&lt;UserRole&gt; roles = user.getUserRoles(); // Already loaded
</pre>

<p><strong>Transaction Context:</strong></p>
<ul>
  <li>Lazy-loaded relationships (e.g., User.userRoles) are eagerly fetched
      due to FetchType.EAGER in the entity definition</li>
  <li>Callers should be in a @Transactional context to access loaded relationships</li>
</ul>

@author RVCE SCAS Team
@see User
@see UserRole
@see UserDetailsServiceImpl
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\UserRepository.java,com.rvce.scas.repository,Method,findByEmailIgnoreCase,String email,Optional<User>,,"Finds a user by email address (case-insensitive).

<p><strong>Purpose:</strong> Supports case-insensitive email lookup for login,
allowing users to login with any case variation of their email address.
For example, ""User@Example.COM"" and ""user@example.com"" will find the same account.</p>

<p><strong>Usage:</strong> Called by UserDetailsServiceImpl during login to
resolve credentials. Also used during user registration to check email uniqueness.</p>

<p><strong>Database Note:</strong> Relies on database's case-insensitive string
comparison (available in most modern databases). Ensure database collation
supports case-insensitive comparison for this method to work correctly.</p>

@param email the user's email address (any case variation accepted)
@return Optional containing the User if found, empty Optional otherwise
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\ScasApplication.java,com.rvce.scas,Class,ScasApplication,,,SpringBootApplication,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\ScasApplication.java,com.rvce.scas,Method,main,String[] args,void,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\ScasApplication.java,com.rvce.scas,Method,logRedisConfiguration,"Environment environment, RedisProperties redisProperties, RedisConnectionFactory redisConnectionFactory",ApplicationRunner,Bean,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtAuthFilter.java,com.rvce.scas.security,Class,JwtAuthFilter,,,Slf4j;Component;RequiredArgsConstructor,"Once-per-request filter that authenticates valid JWT bearer tokens.

<p>Fields:</p>
<ul>
  <li>{@code tokenProvider}: validates the token signature and parses trusted claims.</li>
</ul>

<p>Critical steps:</p>
<ol>
  <li>Read the Bearer token from the Authorization header only.</li>
  <li>Reject expired or malformed tokens without creating an authenticated principal.</li>
  <li>Convert verified JWT claims into a {@link JwtPrincipal}.</li>
  <li>Store the principal in the SecurityContext for downstream authorization checks.</li>
</ol>
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtAuthFilter.java,com.rvce.scas.security,Method,doFilterInternal,"HttpServletRequest request, HttpServletResponse response, FilterChain filterChain",void,Override,"Authenticates the request by reading the Bearer token from the Authorization header.

@param request current HTTP request
@param response current HTTP response
@param filterChain downstream filter chain
@throws ServletException if filter processing fails
@throws IOException if request or response I/O fails
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtAuthFilter.java,com.rvce.scas.security,Method,extractTokenFromRequest,HttpServletRequest request,String,,"Extracts a Bearer token from the request header.

@param request current HTTP request
@return JWT string or {@code null}
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtAuthFilter.java,com.rvce.scas.security,Method,setSecurityContext,"Claims claims, HttpServletRequest request",void,,"Populates the SecurityContext with the authenticated principal.

@param claims verified JWT claims
@param request current HTTP request
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtAuthFilter.java,com.rvce.scas.security,Method,shouldNotFilter,HttpServletRequest request,boolean,Override,"Skips the filter for public infrastructure endpoints.

@param request current HTTP request
@return true when the filter should be bypassed
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtPrincipal.java,com.rvce.scas.security,Class,JwtPrincipal,,,Getter;AllArgsConstructor,"Authenticated principal exposed to Spring Security and controller methods.

<p><strong>Purpose:</strong> Lightweight representation of an authenticated user
extracted from a validated JWT token. Used in controller methods via
{@code @AuthenticationPrincipal JwtPrincipal principal} annotation.</p>

<p><strong>Data Source:</strong> Populated from JWT claims after successful token
validation by JwtAuthFilter. Does NOT perform database lookups.</p>

<p><strong>Usage in Controllers:</strong></p>
<pre>

@PostMapping(""/logout"") public ResponseEntity&lt;Void&gt; logout(
@AuthenticationPrincipal JwtPrincipal principal) {
      UUID userId = principal.getUserId();
      String email = principal.getEmail();
      // Use principal data without DB lookup
  }
</pre>

<p><strong>Compared to ScasPrincipal:</strong></p>
<ul>
  <li>JwtPrincipal: Used during JWT-based requests (stateless, from token claims)</li>
  <li>ScasPrincipal: Used during form-based login (stateful, from DB lookup)</li>
</ul>
@author RVCE SCAS Team
@see ScasPrincipal
@see JwtAuthFilter
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Class,JwtTokenProvider,,,Slf4j;Component,"Central JWT and refresh-token service for the authentication flow.

<p>Fields:</p>
<ul>
  <li>{@code privateKey}: RSA private key used to sign access tokens.</li>
  <li>{@code publicKey}: RSA public key used to verify access tokens.</li>
  <li>{@code accessTokenExpiryMs}: lifetime for signed access tokens.</li>
  <li>{@code refreshTokenExpirySeconds}: lifetime for Redis-backed refresh tokens.</li>
  <li>{@code redisTemplate}: Redis access for refresh tokens and blacklist entries.</li>
</ul>

<p>Critical steps:</p>
<ol>
  <li>Load or generate the RSA key pair once at startup.</li>
  <li>Sign access tokens with RS256 and include a {@code jti} for blacklist support.</li>
  <li>Store opaque refresh tokens in Redis so logout can revoke them immediately.</li>
  <li>Check Redis for blacklisted JTIs before accepting an access token.</li>
</ol>
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Method,generateAccessToken,"UUID userId, String email, List<String> roles",String,,"Generates a signed access token for the authenticated user.

@param userId authenticated user id
@param email authenticated email address
@param roles granted authorities to embed in the token
@return compact RS256 JWT
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Method,generateRefreshToken,UUID userId,String,,"Generates an opaque refresh token and stores it in Redis.

@param userId owner of the refresh token
@return opaque refresh-token id
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Method,validateAccessToken,String token,JwtValidationResult,,"Validates an access token and returns a structured result.

@param token compact JWT string
@return validation state with claims when valid
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Method,validateRefreshToken,"UUID userId, String tokenId",Optional<UUID>,,"Validates that a refresh token exists for the supplied user.

@param userId user identifier
@param tokenId opaque refresh-token id
@return user id when the refresh token is valid
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Method,rotateRefreshToken,"UUID userId, String oldTokenId",String,,"Rotates the refresh token by deleting the old token and issuing a new one.

@param userId user identifier
@param oldTokenId refresh-token id to invalidate
@return new opaque refresh-token id
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Method,logout,"String accessToken, UUID userId, String refreshTokenId",void,,"Blacklists the current access token and removes the current refresh token when present.

@param accessToken bearer access token to blacklist
@param userId user identifier
@param refreshTokenId current refresh-token id, if any
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Method,logoutAllDevices,UUID userId,void,,"Revokes every refresh token issued for the supplied user.

@param userId user identifier
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Method,extractUserId,Claims claims,UUID,,"Extracts the user id claim from a verified JWT.

@param claims verified claims
@return parsed user id
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Method,extractEmail,Claims claims,String,,"Extracts the email claim from a verified JWT.

@param claims verified claims
@return email from the token
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Method,extractRoles,Claims claims,List<String>,SuppressWarnings,"Extracts the authority list from a verified JWT.

@param claims verified claims
@return token authorities, or an empty list when absent
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Method,parseClaims,String token,Claims,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Method,isBlacklisted,String jti,boolean,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Method,loadPrivateKey,String path,PrivateKey,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Method,loadPublicKey,String path,PublicKey,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Class,JwtValidationResult,,,Getter,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Method,valid,Claims claims,JwtValidationResult,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Method,expired,,JwtValidationResult,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\JwtTokenProvider.java,com.rvce.scas.security,Method,invalid,,JwtValidationResult,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\ScasPrincipal.java,com.rvce.scas.security,Class,ScasPrincipal,,,Getter,"UserDetails implementation representing an authenticated user from the database.

<p><strong>Purpose:</strong> Implements Spring Security's UserDetails interface
to provide user credentials and authorities for authentication and authorization.
Used during form-based login flow, not JWT-based requests.</p>

<p><strong>Data Source:</strong> Populated from User entity and associated
roles/permissions loaded from database. Lazy-loaded relationships are accessed
within transactional context to avoid LazyInitializationException.</p>

<p><strong>Key Responsibilities:</strong></p>
<ul>
  <li>Provide username (email) and password hash to AuthenticationManager</li>
  <li>Indicate if account is enabled/locked/active</li>
  <li>Supply authorities for authorization checks</li>
  <li>Support JWT token generation with user identity and permissions</li>
</ul>

<p><strong>Usage Flow:</strong></p>
<ol>
  <li>UserDetailsServiceImpl loads User from database</li>
  <li>User's roles and permissions are converted to GrantedAuthority list</li>
  <li>ScasPrincipal wraps both user data and authorities</li>
  <li>AuthenticationManager uses passwordHash for password comparison</li>
  <li>JWT is generated with userId, email, and authorities</li>
</ol>

<p><strong>Compared to JwtPrincipal:</strong></p>
<ul>
  <li>ScasPrincipal: Database-backed, used during login (stateful)</li>
  <li>JwtPrincipal: Token-backed, used for API requests (stateless)</li>
</ul>

@author RVCE SCAS Team
@see JwtPrincipal
@see UserDetailsServiceImpl
@see User
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\ScasPrincipal.java,com.rvce.scas.security,Method,getUsername,,String,Override,"Returns the username (email) for Spring Security.

@return user's email address
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\ScasPrincipal.java,com.rvce.scas.security,Method,getPassword,,String,Override,"Returns the password hash for Spring Security password comparison.

@return bcrypt password hash
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\ScasPrincipal.java,com.rvce.scas.security,Method,isEnabled,,boolean,Override,"Indicates if the user account is enabled.

@return {@code true} if active, {@code false} if disabled
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\ScasPrincipal.java,com.rvce.scas.security,Method,isAccountNonLocked,,boolean,Override,"Indicates if the account is not locked.

@return {@code true} if not locked, {@code false} if locked
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\ScasPrincipal.java,com.rvce.scas.security,Method,isAccountNonExpired,,boolean,Override,"Indicates if the account is not expired.
Currently always returns true (accounts don't expire).

@return {@code true}
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\ScasPrincipal.java,com.rvce.scas.security,Method,isCredentialsNonExpired,,boolean,Override,"Indicates if the credentials are not expired.
Currently always returns true (credentials don't expire).

@return {@code true}
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\ScasPrincipal.java,com.rvce.scas.security,Method,getAuthorities,,Collection<? extends GrantedAuthority>,Override,"Returns the authorities (roles + permissions) for the user.

@return collection of GrantedAuthority
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\SecurityConfig.java,com.rvce.scas.security,Class,SecurityConfig,,,Configuration;EnableWebSecurity;EnableMethodSecurity;RequiredArgsConstructor,"Central Spring Security configuration for the stateless SCAS JWT API.

<p>Fields:</p>
<ul>
  <li>{@code userDetailsService}: user lookup service used by DaoAuthenticationProvider.</li>
  <li>{@code jwtAuthFilter}: Bearer-token filter that authenticates each request.</li>
  <li>{@code objectMapper}: serializes JSON error responses for API clients.</li>
  <li>{@code customAccessDeniedHandler}: turns authorization failures into structured responses.</li>
</ul>

<p>Critical steps in this configuration:</p>
<ol>
  <li>Disable CSRF because authentication uses headers instead of session cookies.</li>
  <li>Force stateless session handling so any pod can serve any request.</li>
  <li>Permit only login/refresh and infrastructure endpoints anonymously.</li>
  <li>Require authentication for logout routes and protected business endpoints.</li>
  <li>Return JSON errors instead of HTML redirects.</li>
  <li>Register the JWT filter before username/password authentication.</li>
</ol>
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\SecurityConfig.java,com.rvce.scas.security,Method,filterChain,HttpSecurity http,SecurityFilterChain,Bean,"Builds the security filter chain.

@param http the security builder
@return the configured security filter chain
@throws Exception if Spring Security cannot build the chain
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\SecurityConfig.java,com.rvce.scas.security,Method,authenticationProvider,,DaoAuthenticationProvider,Bean,"Creates the authentication provider backed by the custom user details service.

@return DAO authentication provider
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\SecurityConfig.java,com.rvce.scas.security,Method,passwordEncoder,,PasswordEncoder,Bean,"Uses BCrypt for password hashing.

@return BCrypt password encoder with strength 12
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\SecurityConfig.java,com.rvce.scas.security,Method,authenticationManager,AuthenticationConfiguration config,AuthenticationManager,Bean,"Exposes the application authentication manager.

@param config authentication configuration
@return authentication manager
@throws Exception if the manager cannot be obtained
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\SecurityConfig.java,com.rvce.scas.security,Method,corsConfigurationSource,,CorsConfigurationSource,Bean,"Defines CORS rules for the frontend origins.

@return CORS configuration source
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\UserDetailsServiceImpl.java,com.rvce.scas.security,Class,UserDetailsServiceImpl,,,Slf4j;Service;RequiredArgsConstructor,"Spring Security UserDetailsService implementation for SCAS system.

<p><strong>Purpose:</strong> Loads user information from the database during
authentication and converts it into Spring Security's UserDetails format.
Used by the AuthenticationManager's authentication provider.</p>

<p><strong>Key Flow:</strong></p>
<ol>
  <li>Client submits credentials to /api/auth/login</li>
  <li>AuthenticationManager calls loadUserByUsername(email)</li>
  <li>UserDetailsServiceImpl queries database for the user</li>
  <li>User's roles and permissions are loaded from database</li>
  <li>ScasPrincipal is returned with user data + authorities</li>
  <li>Password encoder compares submitted password with stored hash</li>
  <li>If valid, JWT tokens are generated with user identity + authorities</li>
</ol>

<p><strong>Authority Building:</strong> Combines two types of authorities:
<ul>
  <li>Coarse-grained roles: ""ROLE_ADMIN"", ""ROLE_STUDENT"", etc.</li>
  <li>Fine-grained permissions: ""EXAM_VIEW"", ""ROOM_EDIT"", etc.</li>
</ul>
Both types are included in JWT claims and available for authorization checks.</p>

@author RVCE SCAS Team
@see UserDetailsService
@see ScasPrincipal
@see UserRepository
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\UserDetailsServiceImpl.java,com.rvce.scas.security,Method,loadUserByUsername,String email,UserDetails,Override;Transactional,"Loads a user by email (username) and builds a Spring Security principal.

<p><strong>Process:</strong></p>
<ol>
  <li>Query database for user by email (case-insensitive)</li>
  <li>Load associated roles via eager fetching (OneToMany.EAGER in User entity)</li>
  <li>Build authorities from roles and permissions</li>
  <li>Return ScasPrincipal for authentication</li>
</ol>

<p><strong>Transaction Context:</strong> Method is @Transactional(readOnly=true)
to ensure lazy-loaded relationships (role permissions) can be accessed without
causing LazyInitializationException.</p>

<p><strong>Error Handling:</strong> Logs authentication attempts for users that
don't exist to aid security monitoring and debugging.</p>

@param email user's login identifier (email address)
@return Spring Security UserDetails backed by User entity
@throws UsernameNotFoundException if no user with that email exists
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\security\UserDetailsServiceImpl.java,com.rvce.scas.security,Method,buildAuthorities,User user,Collection<GrantedAuthority>,,"Builds granted authorities from user's roles and their permissions.

<p><strong>Authority Types Generated:</strong></p>
<ul>
  <li>Role authority: ""ROLE_"" + role name (e.g., ""ROLE_ADMIN"")</li>
  <li>Permission authority: ""RESOURCE_ACTION"" (e.g., ""EXAM_VIEW"")</li>
</ul>

<p><strong>Process:</strong></p>
<ol>
  <li>Iterate through user's assigned roles</li>
  <li>For each role, create a ""ROLE_*"" authority</li>
  <li>For each permission in the role, create a ""RESOURCE_ACTION"" authority</li>
  <li>Deduplicate authorities across multiple roles (Set used)</li>
  <li>Return complete authority collection</li>
</ol>

<p><strong>Example Output:</strong>
For a user with role ""ADMIN"" having permissions ""EXAM_VIEW"", ""ROOM_EDIT"":
<pre>
  [
    SimpleGrantedAuthority(""ROLE_ADMIN""),
    SimpleGrantedAuthority(""EXAM_VIEW""),
    SimpleGrantedAuthority(""ROOM_EDIT"")
  ]
</pre>

<p><strong>Usage in Authorization:</strong> These authorities are used by:
<ul>
  <li>Spring Security's {@code hasRole()}, {@code hasAuthority()}, etc.</li>
  <li>Method-level @Secured/@PreAuthorize annotations</li>
  <li>JWT token claims for stateless request authorization</li>
</ul>

@param user the authenticated user entity from database
@return collection of GrantedAuthority for the user
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\AuditService.java,com.rvce.scas.service,Class,AuditService,,,Slf4j;Service,"Service for auditing and logging authentication and authorization events.

<p>This service provides centralized logging of security-related events including:
<ul>
  <li>User login attempts (successful and failed)</li>
  <li>User logout events</li>
</ul>

<p>All audit logs are written to the application logger with the prefix ""AUDIT"" for
easy filtering and monitoring. This enables security teams to track user access patterns,
detect anomalies, and maintain compliance audit trails.

<p>Example usage:
<pre>
  auditService.logLogin(userId, email, true, null);
  auditService.logLogout(userId);
</pre>

@author RVCE SCAS Team
@see AuthService for authentication logic
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\AuditService.java,com.rvce.scas.service,Method,logLogin,"UUID userId, String email, boolean success, String reason",void,,"Logs a login attempt with success/failure status and optional failure reason.

<p>This method records both successful and failed login attempts for security auditing.
The user ID may be null for failed login attempts where the user could not be identified.

@param userId the UUID of the user attempting to login, or {@code null} if login failed before user identification
@param email the email address of the user attempting to login
@param success {@code true} if the login was successful, {@code false} otherwise
@param reason optional reason for failure (e.g., ""INVALID_CREDENTIALS"", ""ACCOUNT_LOCKED"", ""USER_NOT_FOUND"")
              should be {@code null} for successful logins
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\AuditService.java,com.rvce.scas.service,Method,logLogout,UUID userId,void,,"Logs a user logout event.

<p>This method records when a user explicitly logs out from the system.
It is used in conjunction with token blacklisting to ensure audit compliance.

@param userId the UUID of the user performing the logout
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\AuthService.java,com.rvce.scas.service,Class,AuthService,,,Slf4j;Service;RequiredArgsConstructor,"Coordinates authentication, token lifecycle, and login lockout state.
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\AuthService.java,com.rvce.scas.service,Method,login,"String email, String rawPassword",TokenPair,Transactional,"Authenticates the user, issues tokens, and records login audit data.

@param email the user's login email
@param rawPassword the submitted password
@return a fresh access and refresh token pair
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\AuthService.java,com.rvce.scas.service,Method,refresh,"UUID userId, String refreshTokenId",TokenPair,Transactional,"Validates and rotates the refresh token to issue a new access token.

@param userId the authenticated user id
@param refreshTokenId the opaque refresh token id
@return a rotated token pair
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\AuthService.java,com.rvce.scas.service,Method,buildAuthoritiesForRefresh,User user,List<String>,,"Rebuilds the user's authorities for refresh-token renewal.

@param user the active user entity loaded from the database
@return the full set of role and permission authorities
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\AuthService.java,com.rvce.scas.service,Method,logout,"String accessToken, UUID userId, String refreshTokenId",void,,"Revokes the current session and logs the logout event.

@param accessToken the bearer token presented by the client
@param userId the authenticated user id
@param refreshTokenId the refresh token id to revoke
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\AuthService.java,com.rvce.scas.service,Method,logoutAllDevices,"String accessToken, UUID userId",void,,"Revokes all active sessions for the user and logs the logout event.

@param accessToken the bearer token presented by the client
@param userId the authenticated user id
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\AuthService.java,com.rvce.scas.service,Method,checkLockout,String email,void,,"Fails fast if the account is currently locked in Redis.

@param email the login email to check
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\AuthService.java,com.rvce.scas.service,Method,incrementFailCount,String email,int,,"Increments the failed-login counter for the given email address.

@param email the login email to track
@return the updated failure count
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\AuthService.java,com.rvce.scas.service,Method,lockAccount,String email,void,,"Marks the account as locked and clears the active failure counter.

@param email the login email to lock
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\AuthService.java,com.rvce.scas.service,Method,clearFailCount,String email,void,,"Removes the failure counter after a successful login.

@param email the login email to clear
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\DayOverrideService.java,com.rvce.scas.service,Class,DayOverrideService,,,Slf4j;Service;RequiredArgsConstructor,"<h3>Purpose</h3>
Service for day override operations (T-104).
Manages cancellations and bookings that override the canonical schedule.

<h3>Key Responsibilities</h3>
<ul>
  <li>Create and validate day overrides</li>
  <li>Enforce ownership and role-based permissions</li>
  <li>Publish events for cache invalidation and notifications</li>
</ul>

<h3>Dependencies</h3>
Depends on DayOverrideRepository, TimetableSlotRepository, RoomAvailabilityCache.

<h3>Transaction Behaviour</h3>
createOverride() and deleteOverride() are @Transactional.

@author SCAS Engineering Team
@since 1.0
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\DayOverrideService.java,com.rvce.scas.service,Method,createOverride,"OverrideRequest req, JwtPrincipal actor",OverrideDto,Transactional,"Creates a day override for cancelling or booking a slot.
Validates permissions, checks for conflicts, and invalidates cache.

<p>Decision DD-13: Role-based access control for override operations.</p>

@param req the override request
@param actor the authenticated user making the request
@return OverrideDto for the created override
@throws SlotConflictException if override already exists
@throws AccessDeniedException if actor lacks permission
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\DayOverrideService.java,com.rvce.scas.service,Method,getOverrides,"LocalDate date, java.util.UUID roomId",List<OverrideDto>,Transactional,"Retrieves overrides for a specific date, optionally filtered by room.

@param date the date to query
@param roomId optional room filter
@return list of overrides
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\DayOverrideService.java,com.rvce.scas.service,Method,deleteOverride,"java.util.UUID overrideId, JwtPrincipal actor",void,Transactional,"Deletes an override, restoring the canonical schedule.
Validates ownership and invalidates cache.

@param overrideId the override to delete
@param actor the authenticated user
@throws OverrideNotFoundException if override doesn't exist
@throws AccessDeniedException if actor lacks permission
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\DayOverrideService.java,com.rvce.scas.service,Method,validateOwnership,"TimetableSlot slot, JwtPrincipal actor",void,,"Validates that the actor has permission to modify the slot.
Teachers can modify their own slots, admins can modify any.

@param slot the slot being modified
@param actor the user attempting the action
"
