File,Package,Type,Name,Parameters,ReturnType,Details
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\DayOverrideService.java,com.rvce.scas.service,Method,createOverride,"OverrideRequest req, JwtPrincipal actor",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\DayOverrideService.java,com.rvce.scas.service,Method,getOverrides,"LocalDate date, java.util.UUID roomId",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\DayOverrideService.java,com.rvce.scas.service,Method,deleteOverride,"java.util.UUID overrideId, JwtPrincipal actor",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\DayOverrideService.java,com.rvce.scas.service,Method,validateOwnership,"TimetableSlot slot, JwtPrincipal actor",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\RoomAvailabilityService.java,,File,RoomAvailabilityService.java,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\RoomAvailabilityService.java,com.rvce.scas.service,Class,RoomAvailabilityService,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\RoomAvailabilityService.java,com.rvce.scas.service,Method,getAvailable,"LocalDate date,
            LocalTime startTime,
            LocalTime endTime,
            Integer minCapacity,
            String building",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\RoomAvailabilityService.java,com.rvce.scas.service,Method,buildCacheKey,AvailabilityQuery query,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\RoomAvailabilityService.java,com.rvce.scas.service,Method,AvailabilityQuery,"LocalDate date,
        LocalTime startTime,
        LocalTime endTime,
        Integer minCapacity,
        String building",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\SubstitutionService.java,,File,SubstitutionService.java,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\SubstitutionService.java,com.rvce.scas.service,Class,SubstitutionService,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\SubstitutionService.java,com.rvce.scas.service,Method,substitute,SubstituteRequest req,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\SubstitutionService.java,com.rvce.scas.service,Method,fetchSlotsForSubstitution,SubstituteRequest req,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\SubstitutionService.java,com.rvce.scas.service,Method,validateRequest,SubstituteRequest req,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\SubstitutionService.java,com.rvce.scas.service,Method,clashCheck,"List<TimetableSlot> slots, SubstituteRequest req",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\SubstitutionService.java,com.rvce.scas.service,Method,applySubstitution,"List<TimetableSlot> slots, UUID replacementId",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\SubstitutionService.java,com.rvce.scas.service,Method,buildClashDetail,"TimetableSlot slot, SubstituteRequest req",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\SubstitutionService.java,com.rvce.scas.service,Method,findFirstMatchingDate,"TimetableSlot slot, LocalDate startDate, LocalDate endDate",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\SubstitutionService.java,com.rvce.scas.service,Method,getDayOfWeeksInRange,"LocalDate startDate, LocalDate endDate",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\SubstitutionService.java,com.rvce.scas.service,Method,buildResult,"int reassigned, List<ClashDetail> clashes",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\TestService.java,,File,TestService.java,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\TestService.java,com.rvce.scas.service,Class,TestService,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\TestService.java,com.rvce.scas.service,Method,getMessage,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\TimetableQueryService.java,,File,TimetableQueryService.java,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\TimetableQueryService.java,com.rvce.scas.service,Class,TimetableQueryService,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\TimetableQueryService.java,com.rvce.scas.service,Method,getTeacherSchedule,"UUID teacherId, Integer dayOfWeek",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\TimetableQueryService.java,com.rvce.scas.service,Method,getRoomSchedule,"Long roomId, Integer dayOfWeek",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\TimetableQueryService.java,com.rvce.scas.service,Method,getTimetableAnalytics,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\TimetableQueryService.java,com.rvce.scas.service,Method,mapToTeacherScheduleDto,TimetableSlot slot,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\TimetableQueryService.java,com.rvce.scas.service,Method,mapToRoomScheduleDto,TimetableSlot slot,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\TimetableUploadService.java,,File,TimetableUploadService.java,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\TimetableUploadService.java,com.rvce.scas.service,Class,TimetableUploadService,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\TimetableUploadService.java,com.rvce.scas.service,Method,upload,MultipartFile file,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\TimetableUploadService.java,com.rvce.scas.service,Method,parseAndValidate,java.io.InputStream inputStream,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\TimetableUploadService.java,com.rvce.scas.service,Method,persistSlots,List<CsvRowValidator.CsvRowDto> rows,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\service\TimetableUploadService.java,com.rvce.scas.service,Method,ParseResult,"List<CsvRowValidator.CsvRowDto> validRows, List<String> errors",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,,File,CsvRowValidator.java,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,com.rvce.scas.validation,Class,CsvRowValidator,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,com.rvce.scas.validation,Method,validateRow,"CsvRowDto row, int rowNumber",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,com.rvce.scas.validation,Method,validateTimeRange,"LocalTime startTime, LocalTime endTime, int rowNumber",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,com.rvce.scas.validation,Method,getRoomId,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,com.rvce.scas.validation,Method,setRoomId,UUID roomId,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,com.rvce.scas.validation,Method,getTeacherId,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,com.rvce.scas.validation,Method,setTeacherId,UUID teacherId,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,com.rvce.scas.validation,Method,getDayOfWeek,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,com.rvce.scas.validation,Method,setDayOfWeek,Integer dayOfWeek,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,com.rvce.scas.validation,Method,getStartTime,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,com.rvce.scas.validation,Method,setStartTime,LocalTime startTime,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,com.rvce.scas.validation,Method,getEndTime,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,com.rvce.scas.validation,Method,setEndTime,LocalTime endTime,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,com.rvce.scas.validation,Method,getSubject,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,com.rvce.scas.validation,Method,setSubject,String subject,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,com.rvce.scas.validation,Method,getDepartment,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\validation\CsvRowValidator.java,com.rvce.scas.validation,Method,setDepartment,String department,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\application-test.yml,,File,application-test.yml,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\application.yaml,,File,application.yaml,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V10__fix_seeded_user_passwords.sql,,File,V10__fix_seeded_user_passwords.sql,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V10__fix_seeded_user_passwords.sql,,SQL,L1,,,-- ============================================================
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V10__fix_seeded_user_passwords.sql,,SQL,L2,,,-- V10__fix_seeded_user_passwords.sql [REMOVED - SECURITY FIX]
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V10__fix_seeded_user_passwords.sql,,SQL,L3,,,-- This migration has been removed to prevent hardcoded password
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V10__fix_seeded_user_passwords.sql,,SQL,L4,,,-- hashes from being exposed in version control.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V10__fix_seeded_user_passwords.sql,,SQL,L5,,,--
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V10__fix_seeded_user_passwords.sql,,SQL,L6,,,-- The passwords were already applied in the database from
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V10__fix_seeded_user_passwords.sql,,SQL,L7,,,"-- previous migration runs, so this file is no longer needed."
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V10__fix_seeded_user_passwords.sql,,SQL,L8,,,--
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V10__fix_seeded_user_passwords.sql,,SQL,L9,,,"-- For future test account setup, use environment variables"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V10__fix_seeded_user_passwords.sql,,SQL,L10,,,"-- or Spring Boot configuration profiles (dev, test, prod)."
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V10__fix_seeded_user_passwords.sql,,SQL,L11,,,-- ============================================================
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V10__fix_seeded_user_passwords.sql,,SQL,L12,,,-- DO NOT DELETE THIS FILE - Flyway tracks executed migrations.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V10__fix_seeded_user_passwords.sql,,SQL,L13,,,-- Keep it as a placeholder so Flyway knows it was executed.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,File,V1__users_roles.sql,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L1,,,-- ============================================================
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L2,,,-- V1__users_roles.sql
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L3,,,-- SCAS - Smart Campus Allocation System
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L4,,,"-- Auth, RBAC and user identity layer"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L5,,,--
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L6,,,-- DECISION LOG:
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L7,,,--   [D1] UUID PKs (gen_random_uuid): avoids central sequence
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L8,,,--        bottleneck when we scale to multiple Spring pods.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L9,,,--        PostgreSQL's gen_random_uuid() is CRYPTOGRAPHICALLY
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L10,,,--        random - no guessable sequential IDs exposed in URLs.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L11,,,--
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L12,,,--   [D2] departments created BEFORE users because users carry
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L13,,,"--        a FK to departments. HOD is set AFTER users exist, so"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L14,,,--        hod_user_id is DEFERRABLE to allow circular inserts
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L15,,,--        in a single transaction.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L16,,,--
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L17,,,--   [D3] password_hash is VARCHAR(72) not TEXT. BCrypt always
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L18,,,--        produces exactly 60 chars. 72 gives headroom for
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L19,,,--        algorithm prefix. Prevents accidental plain-text
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L20,,,"--        storage (a 500-char raw password would truncate,"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L21,,,--        alerting developers immediately).
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L22,,,--
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L23,,,"--   [D4] usn is NULLABLE. Non-student users (teachers, admins)"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L24,,,--        have no USN. Making it NOT NULL would force dummy
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L25,,,"--        values, polluting data integrity."
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L26,,,--
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L27,,,--   [D5] email uses CITEXT extension (case-insensitive text)
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L28,,,--        so 'Kiran@RVCE.edu' and 'kiran@rvce.edu' are treated
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L29,,,"--        as duplicates. Without this, case variations bypass"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L30,,,--        the UNIQUE constraint.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L31,,,--
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L32,,,--   [D6] refresh_tokens stores token_hash (SHA-256 of the raw
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L33,,,"--        token), NEVER the raw token. If the DB is breached,"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L34,,,--        the hash is useless - attacker needs the original.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L35,,,--        Same principle as password hashing.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L36,,,-- ============================================================
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L38,,,-- Enable case-insensitive text support
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L40,,,-- Enable UUID generation without external tools
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L43,,,-- ─── DEPARTMENTS ─────────────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L44,,,-- Created first because users FK to departments.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L45,,,-- hod_user_id FK is DEFERRABLE (circular: dept→user→dept).
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L50,,,"-- DECISION: hod_user_id set after users exist, so deferred FK"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L62,,,-- ─── USERS ───────────────────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L63,,,-- DECISION: CITEXT on email for case-insensitive uniqueness.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L64,,,-- DECISION: usn nullable - only students have USNs.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L65,,,-- DECISION: is_active soft-delete instead of hard delete because
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L66,,,"--   audit_logs reference actor by email string (denormalised),"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L67,,,"--   but exam_seats, timetable_slots still reference user_id FK."
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L68,,,--   Hard delete would cascade and destroy scheduling history.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L97,,,-- Now add the deferred HOD FK (departments → users circular ref)
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L98,,,-- DEFERRABLE INITIALLY DEFERRED: constraint checked at END of
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L99,,,"-- transaction, not per-statement. Allows: INSERT dept (no hod),"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L100,,,"-- INSERT user, UPDATE dept SET hod = user_id - all in one txn."
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L108,,,-- ─── ROLES ───────────────────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L109,,,"-- DECISION: roles as a table, not a ENUM column on users."
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L110,,,-- With ENUM you need ALTER TYPE (full table rewrite in old PG)
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L111,,,-- to add a role. With this table: INSERT INTO roles - zero downtime.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L112,,,"-- Also enables role metadata (description, created_at) for audit."
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L120,,,-- DECISION: CHECK constraint documents valid values at DB level.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L121,,,"-- Spring RBAC also enforces this, but DB is the last line of defence."
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L129,,,-- ─── PERMISSIONS ─────────────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L130,,,-- DECISION: fine-grained permission model (resource + action pairs)
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L131,,,"-- not just role names. This allows future: ""teacher can READ rooms"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L132,,,"-- but not WRITE timetable"" without schema change."
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L148,,,-- ─── USER_ROLES (junction) ────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L149,,,-- DECISION: composite PK (user_id + role_id) prevents duplicate
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L150,,,-- role assignments. granted_by creates accountability chain.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L151,,,"-- expires_at supports time-limited roles (e.g., temp exam coordinator)."
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L162,,,-- ─── ROLE_PERMISSIONS (junction) ─────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L170,,,-- ─── REFRESH_TOKENS ──────────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L171,,,-- DECISION: token_hash is SHA-256 of the raw token.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L172,,,-- Raw token is returned to client ONCE and never stored.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L173,,,-- DECISION: ip_address + user_agent stored for anomaly detection
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L174,,,"-- (new device from different country = suspicious, force re-auth)."
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L188,,,-- Trigger: auto-update updated_at on users
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L189,,,-- DECISION: trigger over application-layer update because if
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L190,,,"-- any DB tool (psql CLI, migration script) updates the row"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V1__users_roles.sql,,SQL,L191,,,"-- directly, updated_at still gets set correctly."
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V2__rooms_timetable.sql,,File,V2__rooms_timetable.sql,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V2__rooms_timetable.sql,,SQL,L1,,,-- ============================================================
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V2__rooms_timetable.sql,,SQL,L2,,,-- V2__rooms_timetable.sql
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V2__rooms_timetable.sql,,SQL,L3,,,"-- SCAS - Rooms, Timetable Slots, Overrides, Occupancy"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V2__rooms_timetable.sql,,SQL,L4,,,--
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V2__rooms_timetable.sql,,SQL,L5,,,-- DECISION LOG:
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V2__rooms_timetable.sql,,SQL,L6,,,--   [D7] rooms.bench_rows/bench_cols NULL for non-exam rooms.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V2__rooms_timetable.sql,,SQL,L7,,,--        Only exam halls need a bench grid. Storing zeroes
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V2__rooms_timetable.sql,,SQL,L8,,,--        would pass CHECK constraints but mislead readers.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V2__rooms_timetable.sql,,SQL,L9,,,"--        NULL explicitly communicates ""not applicable."""
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V2__rooms_timetable.sql,,SQL,L10,,,--
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V2__rooms_timetable.sql,,SQL,L11,,,--   [D8] timetable_versions table exists so that when a new
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\resources\db\migration\V2__rooms_timetable.sql,,SQL,L12,,,"--        semester timetable is uploaded, old slots are NOT"
